note_id,etudiant_id,module,filiere,note,semestre,annee,mention
464,78,Anatomie,Médecine,13.54,2,2020,Assez Bien
465,78,Pathologie,Médecine,12.89,1,2020,Assez Bien
466,78,Sémiologie,Médecine,4.74,2,2020,Échec
467,78,Pharmacologie,Médecine,14.56,1,2020,Bien
468,78,Anatomie,Médecine,12.05,1,2020,Assez Bien
469,79,IA,Informatique,9.6,2,2022,Échec
470,79,Bases de Données,Informatique,17.93,2,2022,Très Bien
471,79,Algorithmique,Informatique,13.72,2,2022,Assez Bien
472,79,IA,Informatique,13.36,1,2022,Assez Bien
473,79,Programmation C,Informatique,13.61,2,2022,Assez Bien
474,79,Réseaux,Informatique,18.11,1,2022,Très Bien
475,80,Télécoms,Génie Électrique,12.53,2,2022,Assez Bien
476,80,Énergie,Génie Électrique,12.75,2,2022,Assez Bien
477,80,Signal,Génie Électrique,11.88,1,2022,Passable
478,80,Énergie,Génie Électrique,6.96,2,2022,Échec
479,80,Énergie,Génie Électrique,10.45,1,2022,Passable
480,80,Électrotechnique,Génie Électrique,7.56,2,2022,Échec
481,81,Bases de Données,Informatique,13.08,1,2020,Assez Bien
482,81,Bases de Données,Informatique,11.92,2,2020,Passable
483,81,IA,Informatique,8.65,2,2020,Échec
484,81,Programmation C,Informatique,10.49,1,2020,Passable
485,81,Bases de Données,Informatique,10.04,1,2020,Passable
486,81,Bases de Données,Informatique,7.66,2,2020,Échec
487,82,Algorithmique,Informatique,8.05,2,2021,Échec
488,82,Bases de Données,Informatique,11.05,1,2021,Passable
489,82,Systèmes d'exploitation,Informatique,10.37,1,2021,Passable
490,82,Programmation C,Informatique,12.85,1,2021,Assez Bien
491,82,Réseaux,Informatique,3.84,1,2021,Échec
492,82,Programmation C,Informatique,10.73,2,2021,Passable
493,83,Finance,Économie,10.46,2,2020,Passable
494,83,Macroéconomie,Économie,6.16,1,2020,Échec
495,83,Marketing,Économie,10.05,1,2020,Passable
496,83,Finance,Économie,9.09,2,2020,Échec
497,83,Statistiques Éco,Économie,12.31,2,2020,Assez Bien
498,83,Microéconomie,Économie,9.51,1,2020,Échec
499,84,Thermodynamique,Physique,9.8,2,2020,Échec
500,84,Mécanique,Physique,11.25,2,2020,Passable
501,84,Relativité,Physique,13.74,1,2020,Assez Bien
502,84,Thermodynamique,Physique,8.79,2,2020,Échec
503,84,Physique Quantique,Physique,9.18,1,2020,Échec
504,84,Thermodynamique,Physique,14.91,1,2020,Bien
505,85,Génétique,Biologie,10.9,1,2023,Passable
506,85,Génétique,Biologie,11.69,2,2023,Passable
507,85,Biochimie,Biologie,10.08,2,2023,Passable
508,85,Biochimie,Biologie,13.01,1,2023,Assez Bien
509,85,Génétique,Biologie,15.97,2,2023,Bien
510,85,Biochimie,Biologie,13.39,2,2023,Assez Bien
511,86,Analyse 1,Mathématiques,14.09,1,2022,Bien
512,86,Analyse 1,Mathématiques,14.29,2,2022,Bien
513,86,Analyse 1,Mathématiques,14.42,2,2022,Bien
514,86,Topologie,Mathématiques,13.06,2,2022,Assez Bien
515,86,Probabilités,Mathématiques,9.69,1,2022,Échec
516,86,Statistiques,Mathématiques,13.31,1,2022,Assez Bien
517,87,Béton Armé,Génie Civil,14.46,2,2023,Bien
518,87,Béton Armé,Génie Civil,2.71,2,2023,Échec
519,87,Hydraulique,Génie Civil,8.48,2,2023,Échec
520,87,Topographie,Génie Civil,5.23,1,2023,Échec
521,87,Mécanique des Sols,Génie Civil,16.27,2,2023,Très Bien
522,87,Hydraulique,Génie Civil,17.68,2,2023,Très Bien
523,88,Électrotechnique,Génie Électrique,9.16,2,2023,Échec
524,88,Signal,Génie Électrique,5.38,2,2023,Échec
525,88,Électronique,Génie Électrique,12.8,2,2023,Assez Bien
526,88,Signal,Génie Électrique,11.78,1,2023,Passable
527,88,Automatique,Génie Électrique,11.61,1,2023,Passable
528,88,Énergie,Génie Électrique,5.59,1,2023,Échec
529,89,Optique,Physique,13.94,2,2022,Assez Bien
530,89,Physique Quantique,Physique,4.49,1,2022,Échec
531,89,Thermodynamique,Physique,7.04,2,2022,Échec
532,89,Électromagnétisme,Physique,10.17,1,2022,Passable
533,89,Physique Quantique,Physique,13.48,1,2022,Assez Bien
534,89,Thermodynamique,Physique,14.86,1,2022,Bien
535,90,Pathologie,Médecine,5.11,2,2022,Échec
536,90,Sémiologie,Médecine,7.21,2,2022,Échec
537,90,Sémiologie,Médecine,10.15,1,2022,Passable
538,90,Pathologie,Médecine,8.68,2,2022,Échec
539,90,Anatomie,Médecine,7.27,1,2022,Échec
540,90,Pharmacologie,Médecine,8.56,1,2022,Échec
541,91,Chimie Analytique,Chimie,12.46,1,2023,Assez Bien
542,91,Biochimie,Chimie,10.58,2,2023,Passable
543,91,Chimie Analytique,Chimie,5.13,1,2023,Échec
544,91,Chimie Organique,Chimie,11.21,1,2023,Passable
545,91,Électrochimie,Chimie,15.67,1,2023,Bien
546,91,Chimie Organique,Chimie,7.75,1,2023,Échec
547,92,Topographie,Génie Civil,7.1,2,2021,Échec
548,92,Mécanique des Sols,Génie Civil,10.22,1,2021,Passable
549,92,Structures,Génie Civil,13.42,2,2021,Assez Bien
550,92,Topographie,Génie Civil,8.65,2,2021,Échec
551,92,Béton Armé,Génie Civil,6.23,2,2021,Échec
552,92,Mécanique des Sols,Génie Civil,8.27,2,2021,Échec
553,93,Anatomie,Médecine,7.56,1,2022,Échec
554,93,Anatomie,Médecine,14.7,2,2022,Bien
555,93,Anatomie,Médecine,16.16,1,2022,Très Bien
556,93,Pharmacologie,Médecine,4.86,2,2022,Échec
557,93,Pathologie,Médecine,9.37,2,2022,Échec
558,93,Pharmacologie,Médecine,14.58,1,2022,Bien
559,94,Télécoms,Génie Électrique,12.01,2,2023,Assez Bien
560,94,Automatique,Génie Électrique,12.94,2,2023,Assez Bien
561,94,Électrotechnique,Génie Électrique,9.06,1,2023,Échec
562,94,Électrotechnique,Génie Électrique,18.89,1,2023,Très Bien
563,94,Électronique,Génie Électrique,9.67,2,2023,Échec
564,94,Télécoms,Génie Électrique,9.21,2,2023,Échec
565,95,Programmation C,Informatique,15.94,2,2020,Bien
566,95,Réseaux,Informatique,13.91,2,2020,Assez Bien
567,95,Systèmes d'exploitation,Informatique,13.04,2,2020,Assez Bien
568,95,Réseaux,Informatique,15.32,2,2020,Bien
569,95,Programmation C,Informatique,13.14,2,2020,Assez Bien
570,95,IA,Informatique,16.01,1,2020,Très Bien
571,96,Statistiques Éco,Économie,6.89,2,2022,Échec
572,96,Microéconomie,Économie,10.96,1,2022,Passable
573,96,Marketing,Économie,7.19,2,2022,Échec
574,96,Statistiques Éco,Économie,11.4,1,2022,Passable
575,96,Macroéconomie,Économie,10.39,2,2022,Passable
576,96,Finance,Économie,6.15,1,2022,Échec
577,97,Biochimie,Biologie,12.33,2,2022,Assez Bien
578,97,Physiologie,Biologie,9.9,1,2022,Échec
579,97,Physiologie,Biologie,6.22,2,2022,Échec
580,97,Biochimie,Biologie,5.67,1,2022,Échec
581,97,Microbiologie,Biologie,10.43,2,2022,Passable
582,97,Biochimie,Biologie,10.87,2,2022,Passable
583,98,Procédure Civile,Droit,10.58,2,2021,Passable
584,98,Droit Commercial,Droit,6.84,1,2021,Échec
585,98,Droit Civil,Droit,9.17,2,2021,Échec
586,98,Droit Int.,Droit,5.92,2,2021,Échec
587,98,Droit Civil,Droit,7.39,1,2021,Échec
588,98,Droit Int.,Droit,7.18,2,2021,Échec
589,99,Analyse Numérique,Mathématiques,8.66,1,2021,Échec
590,99,Algèbre 1,Mathématiques,8.68,1,2021,Échec
591,99,Probabilités,Mathématiques,10.93,2,2021,Passable
592,99,Probabilités,Mathématiques,16.53,1,2021,Très Bien
593,99,Analyse Numérique,Mathématiques,12.89,1,2021,Assez Bien
594,99,Analyse Numérique,Mathématiques,12.6,2,2021,Assez Bien
595,100,Droit Commercial,Droit,12.11,1,2021,Assez Bien
596,100,Droit Administratif,Droit,8.09,1,2021,Échec
597,100,Procédure Civile,Droit,13.37,1,2021,Assez Bien
598,100,Droit Pénal,Droit,8.21,1,2021,Échec
599,100,Droit Administratif,Droit,11.07,2,2021,Passable
600,100,Droit Pénal,Droit,6.87,2,2021,Échec
601,101,Statistiques Éco,Économie,9.21,2,2020,Échec
602,101,Microéconomie,Économie,8.91,2,2020,Échec
603,101,Microéconomie,Économie,15.23,2,2020,Bien
604,101,Comptabilité,Économie,12.45,2,2020,Assez Bien
605,101,Statistiques Éco,Économie,19.57,1,2020,Très Bien
606,101,Finance,Économie,8.11,2,2020,Échec
607,102,Finance,Économie,10.61,2,2022,Passable
608,102,Microéconomie,Économie,15.9,2,2022,Bien
609,102,Finance,Économie,8.43,1,2022,Échec
610,102,Microéconomie,Économie,13.35,2,2022,Assez Bien
611,102,Finance,Économie,6.53,2,2022,Échec
612,102,Comptabilité,Économie,7.28,2,2022,Échec
613,103,Probabilités,Mathématiques,11.99,2,2023,Passable
614,103,Statistiques,Mathématiques,8.09,1,2023,Échec
615,103,Analyse Numérique,Mathématiques,7.77,2,2023,Échec
616,103,Analyse Numérique,Mathématiques,4.95,1,2023,Échec
617,103,Probabilités,Mathématiques,5.29,1,2023,Échec
618,103,Analyse 1,Mathématiques,9.24,2,2023,Échec
619,104,Anatomie,Médecine,4.99,2,2022,Échec
620,104,Physiologie,Médecine,10.04,2,2022,Passable
621,104,Biochimie Méd.,Médecine,11.31,1,2022,Passable
622,104,Anatomie,Médecine,11.82,1,2022,Passable
623,104,Sémiologie,Médecine,6.94,1,2022,Échec
624,104,Anatomie,Médecine,6.21,1,2022,Échec
625,105,Pharmacologie,Médecine,6.24,1,2021,Échec
626,105,Anatomie,Médecine,3.86,1,2021,Échec
627,105,Biochimie Méd.,Médecine,9.38,1,2021,Échec
628,105,Pathologie,Médecine,16.65,2,2021,Très Bien
629,105,Biochimie Méd.,Médecine,11.75,2,2021,Passable
630,105,Biochimie Méd.,Médecine,4.9,1,2021,Échec
631,106,Anatomie,Médecine,10.76,2,2023,Passable
632,106,Biochimie Méd.,Médecine,12.41,1,2023,Assez Bien
633,106,Biochimie Méd.,Médecine,14.02,2,2023,Bien
634,106,Anatomie,Médecine,10.14,2,2023,Passable
635,106,Physiologie,Médecine,9.07,2,2023,Échec
636,106,Anatomie,Médecine,9.4,1,2023,Échec
637,107,Électrochimie,Chimie,11.33,1,2021,Passable
638,107,Thermochimie,Chimie,8.21,2,2021,Échec
639,107,Chimie Générale,Chimie,12.49,2,2021,Assez Bien
640,107,Thermochimie,Chimie,11.33,1,2021,Passable
641,107,Thermochimie,Chimie,14.4,1,2021,Bien
642,107,Biochimie,Chimie,15.6,2,2021,Bien
643,108,Droit Commercial,Droit,13.07,2,2020,Assez Bien
644,108,Procédure Civile,Droit,13.92,1,2020,Assez Bien
645,108,Procédure Civile,Droit,9.19,2,2020,Échec
646,108,Droit Administratif,Droit,4.37,2,2020,Échec
647,108,Droit Int.,Droit,12.36,1,2020,Assez Bien
648,108,Droit Civil,Droit,4.11,2,2020,Échec
649,109,Physiologie,Biologie,12.9,2,2020,Assez Bien
650,109,Microbiologie,Biologie,6.82,2,2020,Échec
651,109,Écologie,Biologie,20.0,1,2020,Très Bien
652,109,Microbiologie,Biologie,15.64,2,2020,Bien
653,109,Biologie Cellulaire,Biologie,14.67,2,2020,Bien
654,109,Physiologie,Biologie,5.32,1,2020,Échec
655,110,Génétique,Biologie,1.14,1,2021,Échec
656,110,Microbiologie,Biologie,7.49,2,2021,Échec
657,110,Biologie Cellulaire,Biologie,8.43,1,2021,Échec
658,110,Physiologie,Biologie,8.24,2,2021,Échec
659,110,Physiologie,Biologie,11.4,1,2021,Passable
660,110,Physiologie,Biologie,12.0,1,2021,Assez Bien
661,111,Optique,Physique,5.57,2,2020,Échec
662,111,Optique,Physique,15.57,2,2020,Bien
663,111,Mécanique,Physique,12.32,1,2020,Assez Bien
664,111,Optique,Physique,11.31,1,2020,Passable
665,111,Électromagnétisme,Physique,13.08,2,2020,Assez Bien
666,111,Relativité,Physique,5.44,1,2020,Échec
667,112,Statistiques Éco,Économie,3.01,1,2022,Échec
668,112,Statistiques Éco,Économie,6.65,1,2022,Échec
669,112,Finance,Économie,8.43,1,2022,Échec
670,112,Macroéconomie,Économie,7.28,1,2022,Échec
671,112,Microéconomie,Économie,11.6,2,2022,Passable
672,112,Microéconomie,Économie,12.13,2,2022,Assez Bien
673,113,Marketing,Économie,13.56,1,2020,Assez Bien
674,113,Microéconomie,Économie,15.7,2,2020,Bien
675,113,Marketing,Économie,11.86,1,2020,Passable
676,113,Finance,Économie,8.31,2,2020,Échec
677,113,Statistiques Éco,Économie,9.46,1,2020,Échec
678,113,Comptabilité,Économie,7.81,1,2020,Échec
679,114,Algorithmique,Informatique,7.98,1,2020,Échec
680,114,Bases de Données,Informatique,9.0,1,2020,Échec
681,114,Réseaux,Informatique,12.89,1,2020,Assez Bien
682,114,Réseaux,Informatique,14.35,1,2020,Bien
683,114,Systèmes d'exploitation,Informatique,12.78,2,2020,Assez Bien
684,114,Programmation C,Informatique,11.46,1,2020,Passable
685,115,Optique,Physique,11.42,1,2023,Passable
686,115,Relativité,Physique,11.23,2,2023,Passable
687,115,Optique,Physique,8.54,2,2023,Échec
688,115,Relativité,Physique,4.35,1,2023,Échec
689,115,Électromagnétisme,Physique,12.98,2,2023,Assez Bien
690,115,Optique,Physique,13.49,1,2023,Assez Bien
691,116,Macroéconomie,Économie,10.15,1,2020,Passable
692,116,Statistiques Éco,Économie,10.29,2,2020,Passable
693,116,Marketing,Économie,16.35,2,2020,Très Bien
694,116,Comptabilité,Économie,9.27,2,2020,Échec
695,116,Microéconomie,Économie,8.56,1,2020,Échec
696,116,Marketing,Économie,10.07,2,2020,Passable
697,117,Physique Quantique,Physique,6.54,1,2022,Échec
698,117,Thermodynamique,Physique,10.79,1,2022,Passable
699,117,Électromagnétisme,Physique,12.73,2,2022,Assez Bien
700,117,Optique,Physique,12.48,1,2022,Assez Bien
701,117,Électromagnétisme,Physique,10.43,2,2022,Passable
702,117,Thermodynamique,Physique,9.96,1,2022,Échec
703,118,Finance,Économie,10.95,2,2020,Passable
704,118,Microéconomie,Économie,16.54,1,2020,Très Bien
705,118,Statistiques Éco,Économie,15.7,1,2020,Bien
706,118,Microéconomie,Économie,12.61,2,2020,Assez Bien
707,118,Marketing,Économie,17.33,2,2020,Très Bien
708,118,Marketing,Économie,16.66,2,2020,Très Bien
709,119,Droit Administratif,Droit,12.9,2,2023,Assez Bien
710,119,Droit Pénal,Droit,16.7,1,2023,Très Bien
711,119,Droit Commercial,Droit,11.41,2,2023,Passable
712,119,Droit Pénal,Droit,13.91,2,2023,Assez Bien
713,119,Droit Pénal,Droit,15.75,1,2023,Bien
714,119,Droit Administratif,Droit,13.36,1,2023,Assez Bien
715,120,Macroéconomie,Économie,14.96,2,2020,Bien
716,120,Comptabilité,Économie,9.07,1,2020,Échec
717,120,Finance,Économie,9.93,2,2020,Échec
718,120,Macroéconomie,Économie,5.45,2,2020,Échec
719,120,Macroéconomie,Économie,16.08,2,2020,Très Bien
720,120,Macroéconomie,Économie,12.04,1,2020,Assez Bien
721,121,Finance,Économie,8.63,2,2020,Échec
722,121,Macroéconomie,Économie,11.63,2,2020,Passable
723,121,Marketing,Économie,14.93,1,2020,Bien
724,121,Marketing,Économie,16.93,1,2020,Très Bien
725,121,Microéconomie,Économie,6.87,1,2020,Échec
726,121,Marketing,Économie,13.56,2,2020,Assez Bien
727,122,Droit Administratif,Droit,9.82,1,2020,Échec
728,122,Droit Pénal,Droit,17.36,2,2020,Très Bien
729,122,Droit Administratif,Droit,3.59,1,2020,Échec
730,122,Procédure Civile,Droit,6.96,1,2020,Échec
731,122,Droit Administratif,Droit,12.13,2,2020,Assez Bien
732,122,Droit Int.,Droit,10.86,1,2020,Passable
733,123,Statistiques,Mathématiques,6.52,1,2021,Échec
734,123,Statistiques,Mathématiques,10.11,2,2021,Passable
735,123,Algèbre 1,Mathématiques,16.8,2,2021,Très Bien
736,123,Algèbre 1,Mathématiques,14.34,1,2021,Bien
737,123,Probabilités,Mathématiques,9.36,1,2021,Échec
738,123,Analyse 1,Mathématiques,16.54,2,2021,Très Bien
739,124,Statistiques Éco,Économie,8.89,1,2023,Échec
740,124,Finance,Économie,16.87,2,2023,Très Bien
741,124,Macroéconomie,Économie,13.87,2,2023,Assez Bien
742,124,Statistiques Éco,Économie,8.1,2,2023,Échec
743,124,Statistiques Éco,Économie,5.69,1,2023,Échec
744,124,Finance,Économie,5.1,2,2023,Échec
745,125,Sémiologie,Médecine,15.13,2,2021,Bien
746,125,Pathologie,Médecine,11.86,1,2021,Passable
747,125,Pathologie,Médecine,18.21,1,2021,Très Bien
748,125,Sémiologie,Médecine,15.02,2,2021,Bien
749,125,Anatomie,Médecine,13.93,1,2021,Assez Bien
750,125,Biochimie Méd.,Médecine,13.45,2,2021,Assez Bien
751,126,Programmation C,Informatique,7.27,1,2022,Échec
752,126,Programmation C,Informatique,5.99,2,2022,Échec
753,126,Programmation C,Informatique,5.39,1,2022,Échec
754,126,IA,Informatique,9.57,1,2022,Échec
755,126,Bases de Données,Informatique,9.1,2,2022,Échec
756,126,Bases de Données,Informatique,13.52,1,2022,Assez Bien
757,127,Droit Civil,Droit,7.94,1,2023,Échec
758,127,Droit Administratif,Droit,14.15,2,2023,Bien
759,127,Droit Administratif,Droit,5.8,1,2023,Échec
760,127,Droit Pénal,Droit,6.06,2,2023,Échec
761,127,Droit Civil,Droit,18.48,2,2023,Très Bien
762,127,Droit Civil,Droit,15.13,1,2023,Bien
763,128,Mécanique des Sols,Génie Civil,10.0,2,2021,Passable
764,128,Mécanique des Sols,Génie Civil,17.1,1,2021,Très Bien
765,128,Matériaux,Génie Civil,11.82,2,2021,Passable
766,128,Structures,Génie Civil,10.75,1,2021,Passable
767,128,Topographie,Génie Civil,8.53,1,2021,Échec
768,128,Hydraulique,Génie Civil,14.56,1,2021,Bien
769,129,Algorithmique,Informatique,18.13,2,2022,Très Bien
770,129,Réseaux,Informatique,11.99,2,2022,Passable
771,129,IA,Informatique,8.84,2,2022,Échec
772,129,Réseaux,Informatique,8.18,2,2022,Échec
773,129,Systèmes d'exploitation,Informatique,15.77,1,2022,Bien
774,129,Bases de Données,Informatique,16.21,1,2022,Très Bien
775,130,Réseaux,Informatique,8.71,1,2021,Échec
776,130,Programmation C,Informatique,13.38,2,2021,Assez Bien
777,130,Bases de Données,Informatique,8.68,1,2021,Échec
778,130,IA,Informatique,11.66,2,2021,Passable
779,130,Programmation C,Informatique,18.54,1,2021,Très Bien
780,130,Programmation C,Informatique,9.72,1,2021,Échec
781,131,Analyse 1,Mathématiques,14.37,1,2023,Bien
782,131,Statistiques,Mathématiques,11.89,2,2023,Passable
783,131,Probabilités,Mathématiques,13.06,1,2023,Assez Bien
784,131,Analyse Numérique,Mathématiques,15.71,2,2023,Bien
785,131,Probabilités,Mathématiques,13.61,1,2023,Assez Bien
786,131,Topologie,Mathématiques,14.5,2,2023,Bien
787,132,Microéconomie,Économie,14.57,2,2022,Bien
788,132,Macroéconomie,Économie,9.05,2,2022,Échec
789,132,Comptabilité,Économie,16.9,2,2022,Très Bien
790,132,Statistiques Éco,Économie,19.81,2,2022,Très Bien
791,132,Finance,Économie,19.39,1,2022,Très Bien
792,132,Marketing,Économie,4.57,2,2022,Échec
793,133,Hydraulique,Génie Civil,8.58,1,2023,Échec
794,133,Mécanique des Sols,Génie Civil,4.98,1,2023,Échec
795,133,Hydraulique,Génie Civil,16.48,1,2023,Très Bien
796,133,Topographie,Génie Civil,11.86,2,2023,Passable
797,133,Béton Armé,Génie Civil,8.47,1,2023,Échec
798,133,Matériaux,Génie Civil,15.86,1,2023,Bien
799,134,Chimie Analytique,Chimie,11.56,2,2020,Passable
800,134,Biochimie,Chimie,12.58,1,2020,Assez Bien
801,134,Électrochimie,Chimie,7.34,1,2020,Échec
802,134,Biochimie,Chimie,13.86,2,2020,Assez Bien
803,134,Thermochimie,Chimie,15.69,2,2020,Bien
804,134,Thermochimie,Chimie,17.29,2,2020,Très Bien
805,135,Biologie Cellulaire,Biologie,10.2,2,2020,Passable
806,135,Biochimie,Biologie,14.63,1,2020,Bien
807,135,Génétique,Biologie,10.4,2,2020,Passable
808,135,Écologie,Biologie,6.71,2,2020,Échec
809,135,Génétique,Biologie,14.64,2,2020,Bien
810,135,Physiologie,Biologie,1.03,2,2020,Échec
811,136,Électrotechnique,Génie Électrique,13.76,1,2021,Assez Bien
812,136,Électrotechnique,Génie Électrique,6.36,2,2021,Échec
813,136,Signal,Génie Électrique,15.87,2,2021,Bien
814,136,Électronique,Génie Électrique,10.64,2,2021,Passable
815,136,Électronique,Génie Électrique,16.7,2,2021,Très Bien
816,136,Signal,Génie Électrique,11.24,1,2021,Passable
817,137,Topologie,Mathématiques,5.96,1,2023,Échec
818,137,Algèbre 1,Mathématiques,12.22,1,2023,Assez Bien
819,137,Statistiques,Mathématiques,9.86,2,2023,Échec
820,137,Topologie,Mathématiques,15.5,2,2023,Bien
821,137,Statistiques,Mathématiques,6.84,1,2023,Échec
822,137,Analyse 1,Mathématiques,9.38,1,2023,Échec
823,138,Chimie Analytique,Chimie,9.23,2,2023,Échec
824,138,Chimie Générale,Chimie,16.44,2,2023,Très Bien
825,138,Thermochimie,Chimie,14.74,1,2023,Bien
826,138,Chimie Générale,Chimie,18.87,1,2023,Très Bien
827,138,Chimie Analytique,Chimie,0.39,2,2023,Échec
828,138,Électrochimie,Chimie,11.46,2,2023,Passable
829,139,Biochimie,Biologie,8.16,2,2021,Échec
830,139,Physiologie,Biologie,12.21,1,2021,Assez Bien
831,139,Microbiologie,Biologie,5.78,2,2021,Échec
832,139,Génétique,Biologie,10.59,1,2021,Passable
833,139,Génétique,Biologie,7.52,1,2021,Échec
834,139,Microbiologie,Biologie,18.44,1,2021,Très Bien
835,140,Microéconomie,Économie,10.41,2,2022,Passable
836,140,Microéconomie,Économie,15.13,2,2022,Bien
837,140,Comptabilité,Économie,1.77,1,2022,Échec
838,140,Statistiques Éco,Économie,9.26,1,2022,Échec
839,140,Microéconomie,Économie,9.03,2,2022,Échec
840,140,Comptabilité,Économie,9.59,2,2022,Échec
841,141,Automatique,Génie Électrique,8.59,1,2022,Échec
842,141,Énergie,Génie Électrique,5.39,2,2022,Échec
843,141,Électrotechnique,Génie Électrique,15.82,2,2022,Bien
844,141,Signal,Génie Électrique,11.39,2,2022,Passable
845,141,Automatique,Génie Électrique,13.1,1,2022,Assez Bien
846,141,Électrotechnique,Génie Électrique,9.86,1,2022,Échec
847,142,Programmation C,Informatique,12.43,1,2020,Assez Bien
848,142,Réseaux,Informatique,6.09,2,2020,Échec
849,142,Algorithmique,Informatique,12.58,1,2020,Assez Bien
850,142,Réseaux,Informatique,12.42,2,2020,Assez Bien
851,142,Bases de Données,Informatique,10.21,2,2020,Passable
852,142,Systèmes d'exploitation,Informatique,8.96,2,2020,Échec
853,143,Chimie Organique,Chimie,10.76,1,2021,Passable
854,143,Chimie Organique,Chimie,10.06,1,2021,Passable
855,143,Biochimie,Chimie,12.79,1,2021,Assez Bien
856,143,Chimie Organique,Chimie,13.24,1,2021,Assez Bien
857,143,Chimie Générale,Chimie,4.96,1,2021,Échec
858,143,Chimie Générale,Chimie,14.09,1,2021,Bien
859,144,Finance,Économie,11.05,1,2020,Passable
860,144,Microéconomie,Économie,9.82,1,2020,Échec
861,144,Finance,Économie,13.24,1,2020,Assez Bien
862,144,Comptabilité,Économie,13.08,1,2020,Assez Bien
863,144,Microéconomie,Économie,12.82,1,2020,Assez Bien
864,144,Marketing,Économie,2.19,1,2020,Échec
865,145,Électrotechnique,Génie Électrique,10.53,1,2021,Passable
866,145,Télécoms,Génie Électrique,10.14,2,2021,Passable
867,145,Énergie,Génie Électrique,9.64,1,2021,Échec
868,145,Énergie,Génie Électrique,12.93,1,2021,Assez Bien
869,145,Électronique,Génie Électrique,13.88,1,2021,Assez Bien
870,145,Télécoms,Génie Électrique,4.85,1,2021,Échec
871,146,Thermodynamique,Physique,14.16,1,2022,Bien
872,146,Relativité,Physique,16.91,1,2022,Très Bien
873,146,Électromagnétisme,Physique,17.85,2,2022,Très Bien
874,146,Thermodynamique,Physique,7.26,1,2022,Échec
875,146,Optique,Physique,10.12,2,2022,Passable
876,146,Optique,Physique,9.31,2,2022,Échec
877,147,Macroéconomie,Économie,6.92,2,2020,Échec
878,147,Microéconomie,Économie,10.63,2,2020,Passable
879,147,Microéconomie,Économie,6.35,2,2020,Échec
880,147,Statistiques Éco,Économie,10.42,2,2020,Passable
881,147,Marketing,Économie,10.71,2,2020,Passable
882,147,Microéconomie,Économie,9.37,2,2020,Échec
883,148,Probabilités,Mathématiques,4.71,2,2023,Échec
884,148,Algèbre 1,Mathématiques,12.74,2,2023,Assez Bien
885,148,Probabilités,Mathématiques,15.21,1,2023,Bien
886,148,Statistiques,Mathématiques,10.6,2,2023,Passable
887,148,Algèbre 1,Mathématiques,16.97,1,2023,Très Bien
888,148,Statistiques,Mathématiques,11.48,2,2023,Passable
889,149,Biochimie,Biologie,10.08,1,2023,Passable
890,149,Écologie,Biologie,9.58,2,2023,Échec
891,149,Physiologie,Biologie,9.44,1,2023,Échec
892,149,Biologie Cellulaire,Biologie,10.0,2,2023,Passable
893,149,Génétique,Biologie,8.16,2,2023,Échec
894,149,Biologie Cellulaire,Biologie,15.57,1,2023,Bien
895,150,Réseaux,Informatique,10.5,2,2022,Passable
896,150,IA,Informatique,7.81,2,2022,Échec
897,150,Bases de Données,Informatique,5.62,2,2022,Échec
898,150,Réseaux,Informatique,11.82,2,2022,Passable
899,150,Programmation C,Informatique,11.22,2,2022,Passable
900,150,Réseaux,Informatique,9.1,2,2022,Échec
901,151,Électrotechnique,Génie Électrique,9.51,1,2020,Échec
902,151,Télécoms,Génie Électrique,9.45,1,2020,Échec
903,151,Électronique,Génie Électrique,10.07,1,2020,Passable
904,151,Signal,Génie Électrique,11.01,2,2020,Passable
905,151,Électrotechnique,Génie Électrique,9.18,1,2020,Échec
906,151,Télécoms,Génie Électrique,16.28,2,2020,Très Bien
907,152,Statistiques,Mathématiques,12.75,2,2021,Assez Bien
908,152,Topologie,Mathématiques,16.63,2,2021,Très Bien
909,152,Topologie,Mathématiques,6.6,1,2021,Échec
910,152,Analyse 1,Mathématiques,17.59,2,2021,Très Bien
911,152,Analyse 1,Mathématiques,8.41,2,2021,Échec
912,152,Statistiques,Mathématiques,13.32,2,2021,Assez Bien
913,153,Droit Civil,Droit,15.99,2,2023,Bien
914,153,Droit Int.,Droit,12.05,1,2023,Assez Bien
915,153,Droit Administratif,Droit,7.86,2,2023,Échec
916,153,Droit Administratif,Droit,12.46,1,2023,Assez Bien
917,153,Procédure Civile,Droit,8.33,2,2023,Échec
918,153,Droit Administratif,Droit,5.76,1,2023,Échec
919,154,Sémiologie,Médecine,13.94,2,2023,Assez Bien
920,154,Sémiologie,Médecine,12.07,2,2023,Assez Bien
921,154,Biochimie Méd.,Médecine,10.59,1,2023,Passable
922,154,Physiologie,Médecine,11.86,2,2023,Passable
923,154,Biochimie Méd.,Médecine,12.94,2,2023,Assez Bien
924,154,Pharmacologie,Médecine,6.07,1,2023,Échec
925,155,Finance,Économie,8.88,2,2023,Échec
926,155,Microéconomie,Économie,14.11,1,2023,Bien
927,155,Macroéconomie,Économie,11.33,1,2023,Passable
928,155,Statistiques Éco,Économie,14.44,1,2023,Bien
929,155,Comptabilité,Économie,12.84,2,2023,Assez Bien
930,155,Microéconomie,Économie,12.61,2,2023,Assez Bien
931,156,IA,Informatique,14.39,2,2023,Bien
932,156,Bases de Données,Informatique,7.08,1,2023,Échec
933,156,IA,Informatique,10.17,2,2023,Passable
